City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,vorkuta,67.5,64.0,8.33,88,98,3.19,RU,1724263932
280,saacow,1.6279,42.4407,26.27,61,68,9.36,SO,1724263932
281,praia da vitoria,38.7333,-27.0667,27.64,69,20,3.23,PT,1724263932
282,tehri,30.3833,78.4833,22.86,95,81,0.69,IN,1724263932
283,edd,13.9297,41.6925,32.8,53,100,2.82,ER,1724263932
284,peniche,39.3558,-9.3811,22.34,81,2,6.51,PT,1724263932
285,touros,-5.1989,-35.4608,27.69,66,3,8.26,BR,1724263932
286,siguiri,11.6667,-9.5,24.76,93,74,2.48,GN,1724263932
287,awjilah,29.1081,21.2869,37.33,16,0,3.37,LY,1724263933
288,jutai,-5.1833,-68.9,35.39,35,38,1.58,BR,1724263933
289,alotau,-10.3069,150.4462,24.13,94,100,1.53,PG,1724263773
290,kerema,-7.9631,145.7785,25.4,91,95,1.87,PG,1724263933
291,basirpur,30.5832,73.829,30.86,61,19,1.51,PK,1724263933
292,madanapalle,13.55,78.5,22.89,75,87,5.9,IN,1724263933
293,belmonte,-15.8631,-38.8828,26.19,64,43,2.76,BR,1724263933
294,ust-nera,64.5667,143.2,7.1,70,20,2.42,RU,1724263934
295,aras-asan,8.8908,126.3033,26.32,85,99,2.19,PH,1724263934
296,muscat,23.6139,58.5922,29.6,75,0,1.6,OM,1724263934
297,greymouth,-42.4667,171.2,3.55,94,98,2.98,NZ,1724263746
298,olinda,-8.0089,-34.8553,27.85,69,40,7.72,BR,1724263813
299,kerikeri,-35.2268,173.9474,7.17,92,16,1.51,NZ,1724263934
300,makubetsu,45.3714,141.8211,19.67,93,100,8.03,JP,1724263934
301,toliara,-23.35,43.6667,21.77,61,0,3.47,MG,1724263934
302,yangambi,0.8102,24.4336,21.36,85,100,0.36,CD,1724263934
303,puerto leguizamo,-0.1934,-74.7819,35.74,37,22,0.51,CO,1724263934
304,port alfred,-33.5906,26.891,14.54,68,28,6.26,ZA,1724263935
305,tazovsky,67.4667,78.7,10.0,80,24,0.94,RU,1724263935
306,corner brook,48.9667,-57.9484,14.12,98,100,2.28,CA,1724263935
307,bardai,11.65,7.2333,23.19,86,83,3.34,NG,1724263935
308,mantua,45.1667,10.7833,30.19,69,55,0.45,IT,1724263793
309,chonchi,-42.6128,-73.8092,10.07,76,57,0.99,CL,1724263935
310,masterton,-40.9597,175.6575,4.53,97,12,1.68,NZ,1724263935
311,ondjiva,-17.0667,15.7333,21.48,10,1,2.98,AO,1724263936
312,namibe,-15.1961,12.1522,17.76,89,34,2.03,AO,1724263936
313,hirara,24.8,125.2833,29.05,83,13,6.4,JP,1724263936
314,port saint john's,-31.6229,29.5448,17.98,73,54,11.5,ZA,1724263936
315,barcelos,41.5388,-8.6151,25.0,53,51,3.09,PT,1724263650
316,beas de segura,38.2524,-2.8888,29.79,43,42,2.86,ES,1724263936
317,brookings,44.3114,-96.7984,22.32,78,100,10.8,US,1724263934
318,besisahar,28.2313,84.3761,21.02,87,85,2.52,NP,1724263936
319,spring creek,40.7266,-115.5859,25.45,15,0,2.24,US,1724263936
320,chul'man,56.8479,124.9104,10.26,94,82,1.32,RU,1724263936
321,el hadjira,32.6134,5.5126,36.93,19,1,4.83,DZ,1724263937
322,geraldton,-28.7667,114.6,15.23,82,75,5.14,AU,1724263937
323,moundou,8.5667,16.0833,23.25,93,81,1.79,TD,1724263937
324,kurmuk,10.55,34.2833,20.81,97,99,1.35,SD,1724263937
325,bodaybo,57.8506,114.1933,12.3,90,47,0.12,RU,1724263937
326,bhamo,24.2667,97.2333,24.0,99,98,0.61,MM,1724263937
327,sengkang,-4.1279,120.0297,22.51,91,94,1.26,ID,1724263938
328,lake albert,-35.1667,147.3833,8.81,95,93,0.81,AU,1724263938
329,sovetskaya gavan',48.9723,140.2878,17.55,69,100,0.96,RU,1724263934
330,alta,69.9689,23.2717,18.59,65,0,3.09,NO,1724263938
331,talnakh,69.4865,88.3972,14.12,68,67,2.58,RU,1724263938
332,tolanaro,-25.0319,46.9987,22.04,64,20,8.23,MG,1724263938
333,turpan,42.9333,89.1667,30.44,36,52,3.88,CN,1724263938
334,bandar lampung,-5.4254,105.258,22.51,95,56,0.91,ID,1724263800
335,kenora,49.8167,-94.4337,23.54,56,75,6.71,CA,1724263939
336,lethem,3.3803,-59.7968,34.06,47,31,0.83,GY,1724263939
337,weno,7.4515,151.8468,26.97,83,100,3.09,FM,1724263939
338,fauske,67.2588,15.3918,11.08,98,100,2.18,NO,1724263939
339,chilliwack,49.1747,-121.9443,19.19,79,100,1.54,CA,1724263939
340,pathein,16.7833,94.7333,24.25,95,100,1.67,MM,1724263939
341,berezovyy,51.6667,135.7,17.59,66,100,1.27,RU,1724263939
342,miri,4.4148,114.0089,24.79,93,99,2.07,MY,1724263939
343,abu dhabi,24.4667,54.3667,34.97,68,0,4.12,AE,1724263935
344,byford,-32.2167,116.0,14.28,90,100,2.06,AU,1724263939
345,kuanda,56.3161,116.0806,13.5,80,82,1.51,RU,1724263940
346,ingeniero jacobacci,-41.3427,-69.5448,5.39,46,10,3.94,AR,1724263940
347,severnoye,56.3491,78.3619,11.92,93,76,2.02,RU,1724263940
348,taytay,14.5678,121.1394,28.96,87,75,0.51,PH,1724263940
349,pampa del indio,-26.0647,-59.919,24.9,63,99,4.22,AR,1724263940
350,tot'ma,59.9747,42.7642,14.82,74,39,1.58,RU,1724263940
351,rio hato,8.3833,-80.1667,30.82,70,100,4.12,PA,1724263940
352,alice,27.7523,-98.0697,38.09,37,0,4.12,US,1724263940
353,dubbo,-32.25,148.6167,9.07,100,100,0.0,AU,1724263940
354,lorengau,-2.0226,147.2712,27.02,83,27,5.15,PG,1724263940
355,chunskiy,56.0815,99.6342,14.04,90,29,1.66,RU,1724263941
356,yuzhno-kurilsk,44.0306,145.8556,16.54,92,73,4.85,RU,1724263941
357,cannonvale,-20.2833,148.7,19.66,78,92,3.49,AU,1724263941
358,longboat key,27.4125,-82.659,32.22,78,20,4.12,US,1724263941
359,keflavik,64.0049,-22.5624,9.24,81,0,10.29,IS,1724263941
360,reserva,-24.6503,-50.8506,29.0,25,0,3.34,BR,1724263941
361,tangalle,6.024,80.7911,23.36,93,100,3.63,LK,1724263941
362,kailua-kona,19.6406,-155.9956,25.89,98,75,4.12,US,1724263942
363,alice springs,-23.7,133.8833,14.75,47,1,0.0,AU,1724263942
364,zhigalovo,54.8097,105.1578,12.55,80,9,1.0,RU,1724263942
365,comodoro rivadavia,-45.8667,-67.5,6.63,72,100,4.28,AR,1724263942
366,qarauyl,48.9451,79.255,16.36,61,35,2.66,KZ,1724263942
367,medenine,33.355,10.5055,29.03,42,2,4.38,TN,1724263942
368,soio,-6.1349,12.3689,22.63,82,95,2.29,AO,1724263942
369,puerto santa,-8.9906,-78.6456,19.15,75,70,6.21,PE,1724263942
370,coyhaique,-45.5752,-72.0662,4.18,98,100,1.2,CL,1724263942
371,mejit,10.2753,170.8646,27.84,75,83,4.05,MH,1724263943
372,millersville,39.9979,-76.3541,22.95,54,75,4.12,US,1724263943
373,maloye ganyushkino,46.6,49.2667,25.4,50,0,3.4,KZ,1724263943
374,colonia,50.9333,6.95,19.97,54,100,2.52,DE,1724263943
375,kruisfontein,-34.0033,24.7314,12.06,58,72,12.17,ZA,1724263943
376,zhaobaoshan,29.9695,121.6875,26.63,87,86,0.88,CN,1724263943
377,vilyuysk,63.7553,121.6247,13.55,95,100,2.27,RU,1724263943
378,port blair,11.6667,92.75,28.09,73,100,0.57,IN,1724263943
379,aasiaat,68.7098,-52.8699,1.93,86,94,4.11,GL,1724263943
380,margate,51.3813,1.3862,18.82,64,98,0.45,GB,1724263840
381,le port,-20.9373,55.2919,20.98,89,35,2.75,RE,1724263944
382,hilo,19.7297,-155.09,22.85,81,75,3.6,US,1724263944
383,ta`u,-14.2336,-169.5144,25.89,81,85,9.8,AS,1724263944
384,meadow lakes,61.6247,-149.6011,10.93,91,100,0.0,US,1724263944
385,tanjungbalai,2.9667,99.8,23.92,97,87,1.54,ID,1724263944
386,ryotsu-minato,38.0833,138.4333,24.1,81,100,0.57,JP,1724263944
387,kabansk,52.0486,106.6528,12.93,81,0,1.42,RU,1724263944
388,pisco,-13.7,-76.2167,20.03,68,5,9.26,PE,1724263772
389,kavaratti,10.5669,72.642,26.14,87,100,13.77,IN,1724263944
390,bonthe,7.5264,-12.505,24.96,89,100,4.93,SL,1724263944
391,island harbour,50.724,-1.2758,18.32,74,100,2.68,GB,1724263945
392,viqueque,-8.8673,126.3658,21.63,97,94,1.06,TL,1724263945
393,ola,59.5833,151.2833,11.36,80,90,3.78,RU,1724263945
394,kragero,58.8693,9.4149,17.4,62,1,6.93,NO,1724263945
395,hell-ville,-13.4,48.2667,25.53,64,3,1.53,MG,1724263945
396,coquimbo,-29.9533,-71.3436,14.85,54,0,4.63,CL,1724263790
397,mokhsogollokh,61.4681,128.9203,11.6,97,68,1.88,RU,1724263933
398,nguigmi,14.2495,13.1092,32.45,46,25,0.73,NE,1724263945
399,bei'an,46.4398,126.2373,21.92,98,61,4.97,CN,1724263945
400,malyye derbety,47.9547,44.6808,29.16,22,1,2.77,RU,1724263946
401,ayr,55.4627,-4.6339,14.99,88,75,10.8,GB,1724263867
402,coronel oviedo,-25.4167,-56.45,38.92,11,3,5.55,PY,1724263946
403,buala,-8.145,159.5921,26.23,85,100,5.0,SB,1724263946
404,basco,20.4487,121.9702,29.09,76,30,1.5,PH,1724263946
405,mahina,-17.5065,-149.489,25.87,57,20,2.06,PF,1724263946
406,casas grandes,30.3667,-107.95,32.24,24,46,3.44,MX,1724263947
407,yemel'yanovo,56.1681,92.6767,14.45,100,98,0.0,RU,1724263947
408,riberalta,-10.9833,-66.1,40.2,19,17,1.72,BO,1724263947
409,labytnangi,66.6572,66.4183,10.86,79,73,3.14,RU,1724263947
410,acajutla,13.5928,-89.8275,30.05,64,6,2.95,SV,1724263947
411,manokwari,-0.8667,134.0833,25.1,82,94,2.19,ID,1724263947
412,lichtenburg,-26.152,26.1597,14.19,17,0,2.42,ZA,1724263947
413,phan thiet,10.9333,108.1,25.89,89,85,1.19,VN,1724263947
414,inirida,3.8653,-67.9239,36.64,37,13,0.34,CO,1724263947
415,ha'il,27.5219,41.6907,37.01,13,0,2.06,SA,1724263948
416,san antonio de pale,-1.4014,5.6325,23.36,80,37,3.23,GQ,1724263948
417,sassandra,4.95,-6.0833,24.69,85,64,3.39,CI,1724263948
418,katsuura,35.1333,140.3,26.11,87,100,3.87,JP,1724263948
419,yanykurgan,43.915,67.2481,23.97,31,0,3.84,KZ,1724263948
420,atar,20.5169,-13.0499,40.27,22,21,3.91,MR,1724263948
421,mount sterling,38.0565,-83.9433,22.21,39,0,4.12,US,1724263948
422,timimoun,29.2639,0.231,44.21,9,0,3.09,DZ,1724263948
423,mosjoen,65.836,13.1908,12.29,94,75,1.54,NO,1724263948
424,chibougamau,49.9168,-74.3659,20.79,40,20,5.14,CA,1724263948
425,tarawa,1.419,172.984,27.05,78,40,3.6,KI,1724263949
426,middlebury (village),44.0153,-73.1673,17.43,76,40,0.0,US,1724263949
427,daru,-9.0763,143.2092,24.46,86,100,8.83,PG,1724263949
428,kapa'a,22.0752,-159.319,27.18,79,40,7.2,US,1724263949
429,port moresby,-9.4431,147.1797,24.68,88,20,3.6,PG,1724263949
430,aver-o-mar,41.4078,-8.7812,22.31,68,0,2.06,PT,1724263949
431,santiago de cao,-7.9589,-79.2392,18.07,82,100,4.63,PE,1724263949
432,malanje,-9.5402,16.341,25.3,13,27,1.62,AO,1724263949
433,yinchuan,38.4681,106.2731,25.61,36,72,1.07,CN,1724263949
434,udachny,66.4167,112.4,12.84,86,88,1.54,RU,1724263949
435,ebaye,8.7748,167.7392,27.01,83,40,1.54,MH,1724263950
436,kangding,30.0513,101.9603,13.41,86,67,2.37,CN,1724263950
437,altai,46.3722,96.2583,13.92,66,100,3.52,MN,1724263950
438,pestovo,58.5938,35.8024,13.91,65,99,2.51,RU,1724263950
439,burdur,37.7203,30.2908,28.39,42,40,3.6,TR,1724263950
440,srivardhan,18.0333,73.0167,27.51,84,100,1.03,IN,1724263950
441,lindisfarne,-42.8333,147.35,10.88,65,35,5.66,AU,1724263950
442,mount gambier,-37.8333,140.7667,7.01,97,100,2.19,AU,1724263950
443,usogorsk,63.4106,48.6872,14.21,74,100,2.39,RU,1724263950
444,minas de marcona,-15.2119,-75.1103,13.78,74,93,9.07,PE,1724263950
445,ishinomaki,38.4167,141.3,23.65,92,100,3.64,JP,1724263951
446,tananger,58.9333,5.6,15.71,81,75,3.09,NO,1724263951
447,rossleben,51.3,11.4333,16.53,60,94,3.44,DE,1724263951
448,tralee,52.2704,-9.7026,18.14,68,75,9.77,IE,1724263951
449,manggar,-2.8833,108.2667,25.62,87,100,2.75,ID,1724263951
450,porto novo,6.4965,2.6036,25.9,81,35,3.4,BJ,1724263951
451,nadym,65.5333,72.5167,12.36,70,3,3.23,RU,1724263951
452,hasilpur,29.7122,72.5553,33.81,48,39,2.55,PK,1724263951
453,tual,-5.6667,132.75,25.72,86,72,8.14,ID,1724263951
454,letterkenny,54.95,-7.7333,13.92,94,100,5.88,IE,1724263951
455,kurtamysh,54.9103,64.4319,13.69,97,100,2.46,RU,1724263952
456,seririt,-8.1928,114.9388,23.07,84,32,2.25,ID,1724263952
457,nuku'alofa,-21.1333,-175.2,22.51,72,55,7.3,TO,1724263952
458,murray,40.6669,-111.888,33.62,17,0,7.72,US,1724263952
459,novogrudok,53.6,25.8333,21.83,77,100,1.49,BY,1724263952
460,callao,-12.0667,-77.15,19.84,77,100,2.06,PE,1724263781
461,smithers,54.7804,-127.1743,12.18,76,100,3.09,CA,1724263952
462,bernalillo,35.05,-106.6673,34.66,24,6,0.89,US,1724263952
463,zhanga buqtyrma,49.6295,83.5248,13.16,92,50,0.83,KZ,1724263953
464,nieuw amsterdam,5.8833,-55.0833,34.01,55,40,3.09,SR,1724263953
465,charters towers,-20.1,146.2667,14.67,92,0,2.93,AU,1724263953
466,impfondo,1.6381,18.0667,24.25,79,99,0.82,CG,1724263953
467,sechura,-5.5569,-80.8222,24.52,54,38,6.57,PE,1724263953
468,torquay,50.4638,-3.5143,17.08,77,71,2.24,GB,1724263953
469,tianchang,37.9981,114.0156,21.88,82,0,2.54,CN,1724263953
470,susuman,62.7833,148.1667,3.64,90,20,1.55,RU,1724263954
471,jinghong,21.991,100.7341,22.27,100,100,0.59,CN,1724263954
472,gummi,12.1436,5.1081,25.61,84,72,2.85,NG,1724263954
473,ust-tsilma,65.441,52.1498,10.07,86,5,1.13,RU,1724263954
474,funafuti,-8.5243,179.1942,27.86,77,26,10.91,TV,1724263954
475,las higueras,-33.0923,-64.289,7.45,82,100,7.48,AR,1724263954
476,gadzhiyevo,69.2551,33.3362,16.22,61,99,5.15,RU,1724263955
477,leo,11.1,-2.1,26.03,80,66,2.48,BF,1724263955
478,cabo san lucas,22.8909,-109.9124,32.64,54,20,4.12,MX,1724263955
479,cadale,2.7603,46.3222,25.01,82,100,9.02,SO,1724263955
480,urengoy,65.9667,78.3667,14.04,66,100,2.1,RU,1724263955
481,mili,6.0815,171.735,28.18,70,91,1.18,MH,1724263955
482,ingeniero guillermo n. juarez,-23.9,-61.85,33.18,29,54,4.7,AR,1724263955
483,poplar bluff,36.757,-90.3929,25.5,47,0,3.13,US,1724263955
484,nema,57.5067,50.5011,13.74,82,30,4.21,RU,1724263955
485,deqen,29.9618,90.7188,10.14,74,36,1.15,CN,1724263956
486,nova vicosa,-17.8919,-39.3719,26.49,60,1,4.11,BR,1724263713
487,ust'-ordynskiy,52.805,104.7508,13.04,85,8,1.14,RU,1724263956
488,inari,68.906,27.0288,16.09,57,100,5.58,FI,1724263956
489,klaksvik,62.2266,-6.589,11.3,99,100,10.34,FO,1724263956
490,lagoa,39.05,-27.9833,23.5,69,69,3.67,PT,1724263956
491,naze,28.3667,129.4833,26.69,87,50,2.79,JP,1724263956
492,al bardiyah,31.7561,25.0865,27.35,71,0,2.96,LY,1724263956
493,sandnessjoen,66.0217,12.6316,11.06,93,75,1.54,NO,1724263956
494,santa cruz,-17.8,-63.1667,35.7,38,40,12.35,BO,1724263957
495,morehead city,34.7229,-76.726,27.02,55,0,4.12,US,1724263913
496,niles,42.0189,-87.8028,24.12,55,75,4.12,US,1724263722
497,ati,13.2154,18.3353,28.45,65,84,2.22,TD,1724263957
498,gulariya,28.2333,81.3333,25.34,86,33,0.86,NP,1724263957
499,thinadhoo,0.5333,72.9333,28.24,75,100,3.04,MV,1724263957
500,sorong,-0.8833,131.25,24.53,93,100,1.97,ID,1724263957
501,corn island,12.1694,-83.0418,28.58,79,24,8.1,NI,1724263957
502,matadi,-5.8167,13.45,25.33,66,87,3.02,CD,1724263958
503,antofagasta,-23.65,-70.4,14.6,78,42,6.66,CL,1724263842
504,xinyuan,37.3,99.0,8.15,72,49,0.82,CN,1724263958
505,motygino,58.1831,94.7592,14.34,95,97,1.25,RU,1724263958
506,fort mcmurray,56.7268,-111.381,18.73,77,75,2.57,CA,1724263958
507,pierre,44.3683,-100.351,24.51,73,75,9.77,US,1724263958
508,sogndal,61.2283,7.1003,16.21,67,75,1.54,NO,1724263958
509,kulpahar,25.3167,79.65,28.43,83,100,1.02,IN,1724263958
510,chegdomyn,51.1167,133.0167,15.54,65,100,0.81,RU,1724263958
511,cloverdale,38.8055,-123.0172,28.62,40,0,1.11,US,1724263959
512,pahlgam,34.0333,75.3333,10.57,80,5,2.12,IN,1724263959
513,kondrovo,54.8064,35.9278,19.19,73,30,3.1,RU,1724263959
514,praya,14.9215,-23.5087,28.3,61,75,3.09,CV,1724263959
515,tynda,55.1667,124.7167,14.33,90,99,1.76,RU,1724263959
516,sarmiento,-45.5882,-69.07,5.27,81,100,1.18,AR,1724263959
517,al kharijah,25.4514,30.5464,35.48,18,0,4.39,EG,1724263959
518,kristiansund,63.1115,7.732,16.18,77,20,3.6,NO,1724263959
519,altay,47.8667,88.1167,16.92,44,69,3.56,CN,1724263959
520,puerto rico,-26.796,-55.024,35.73,19,55,3.86,AR,1724263874
521,tongliao,43.6125,122.2653,16.56,94,28,2.57,CN,1724263960
522,papao,-17.75,-149.55,25.82,64,44,12.67,PF,1724263960
523,sao miguel do araguaia,-13.275,-50.1628,37.49,14,7,3.38,BR,1724263960
524,kondopoga,62.2057,34.2614,14.15,81,98,2.01,RU,1724263960
525,buinsk,54.95,48.2833,15.8,69,7,3.04,RU,1724263960
526,tabou,4.423,-7.3528,24.96,86,89,4.68,CI,1724263936
527,tefe,-3.3542,-64.7114,40.4,18,6,1.75,BR,1724263960
528,ghat,24.9647,10.1728,41.0,9,26,3.37,LY,1724263960
529,boonville,38.9736,-92.7432,25.35,60,40,3.09,US,1724263960
530,ambovombe,-25.1667,46.0833,19.05,58,0,3.42,MG,1724263961
531,shakiso,5.75,38.9167,13.4,96,100,0.4,ET,1724263961
532,banda aceh,5.5577,95.3222,26.34,82,100,2.92,ID,1724263961
533,villa de cos,23.2833,-102.35,25.94,32,92,5.51,MX,1724263961
534,oranjemund,-28.55,16.4333,13.51,78,7,11.62,NA,1724263691
535,antsiranana,-12.2787,49.2917,22.26,76,20,9.64,MG,1724263961
536,saint-pierre,-21.3393,55.4781,20.82,68,20,11.83,RE,1724263961
537,tukrah,32.5341,20.5791,27.71,69,0,4.35,LY,1724263961
538,zaozersk,69.4005,32.4476,15.91,61,82,4.52,RU,1724263961
539,chernyshevskiy,63.0128,112.4714,13.61,78,99,1.53,RU,1724263961
540,kuta,-8.7233,115.1723,24.97,94,20,2.57,ID,1724263962
541,puerto san jose,13.9256,-90.8244,34.03,52,40,4.12,GT,1724263962
542,devils lake,48.1128,-98.8651,21.99,78,75,7.2,US,1724263962
543,howard springs,-12.497,131.047,23.95,81,6,0.97,AU,1724263962
544,laascaanood,8.4774,47.3597,25.39,51,83,10.31,SO,1724263962
545,ancud,-41.8697,-73.8203,6.12,87,47,3.22,CL,1724263962
546,saint-joseph,-21.3667,55.6167,20.21,73,30,7.34,RE,1724263962
547,ouadda,8.0777,22.4007,19.8,99,100,2.9,CF,1724263962
548,murashi,59.3999,48.9615,12.04,89,18,3.0,RU,1724263962
549,floro,61.5996,5.0328,14.98,72,75,10.8,NO,1724263963
550,melekeok village,7.4957,134.6367,25.31,94,75,1.54,PW,1724263963
551,vapnyarka,48.5348,28.7436,24.38,54,93,4.53,UA,1724263963
552,lawas,13.764,121.0566,26.53,87,100,1.47,PH,1724263963
553,east london,-33.0153,27.9116,14.52,67,20,12.35,ZA,1724263963
554,tromso,69.6496,18.957,16.01,77,100,0.51,NO,1724263963
555,qarazhal,48.0078,70.7903,18.54,49,12,3.64,KZ,1724263963
556,general acha,-37.377,-64.6043,5.09,85,100,6.41,AR,1724263934
557,amahai,-3.3333,128.9167,24.58,87,80,1.15,ID,1724263963
558,fale old settlement,-9.3852,-171.2468,27.65,77,97,8.88,TK,1724263964
559,junin,-34.5838,-60.9433,7.72,94,100,5.25,AR,1724263781
560,celestun,20.8667,-90.4,30.52,60,10,3.72,MX,1724263964
